id,daddy,name,brand,price,description,color,style,imglink,hash
"12129803","data/accessoriescsv.csv","Valentino Garavani Rockstud key purse","Valentino","HK$2414","The Valentino collection features refined Italian craftsmanship whilst maintaining a youthful and playful aesthetic. This classic black leather classic bi-fold wallet from Valentino features multiple interior card slots and Rockstud embellishments.","0NO-NERO","NY2P0602VH3","https://cdn-images.farfetch-contents.com/12/12/98/03/12129803_10169087_322.jpg","e192b7336ef4c51d9b5ee83efd70b910"
"12327635","data/accessoriescsv.csv","VIVIENNE WESTWOOD logo heart keychain","Vivienne Westwood","HK$390","Red leather and metal logo heart keychain from Vivienne Westwood.","333 RED","390070","https://cdn-images.farfetch-contents.com/12/32/76/35/12327635_11418692_322.jpg","f49b3ae24d9cb0ad4eba22c9a7fe9a03"
"12395829","data/accessoriescsv.csv","Y / PROJECT Napoleon football scarf","Y / Project","HK$2475","Red merino-wool blend Napoleon and Josephine scarf from Y/PROJECT.","SM000 MULTI","SCARFNAPOLEM131","https://cdn-images.farfetch-contents.com/12/39/58/29/12395829_11249916_322.jpg","1a485d8996e87c5c6bd0dc18a7f31d49"
"12087723","data/accessoriescsv.csv","YVES SALOMON removable pom pom knit hat","Dsquared2","HK$1635","DSQUARED2 are known for their luxurious wardrobe staples each fashioned from premium fabrics and infused with the Caten twins' idiosyncratic touch. This beanie hat is a prime example knitted in Italy from sumptuous black wool that will no doubt keep you warm throughout the colder climates. The accessory features an upturned brim a pompom detail at the top a ribbed design and a red and white maple leaf logo patch - paying homage to DSQUARED2's Canadian heritage.","2124","W17KH100101W","https://cdn-images.farfetch-contents.com/12/08/77/23/12087723_10071619_322.jpg","0e34676d07d8db5a68cb575c0346bd07"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Printed silk-twill scarf ","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","9ee0e32b9dc42d36b9db08dcc459f677"
"12184856","data/accessoriescsv.csv","Dolce & Gabbana Swarovski crystal-embellished round-frame rose gold-tone sunglasses","Dolce & Gabbana","HK$2711","Dolce & Gabbana’s classic leisurewear is crafted in Italy from the finest materials for lasting wearability. This green T-shirt from Dolce & Gabbana’s AW17/18 collection is spun from a soft cotton for optimum comfort. It features a round neck short sleeves a relaxed fit and a multi colour print of a gorilla.","HVD86/GREEN","G8HI7THP7SN","https://cdn-images.farfetch-contents.com/12/18/48/56/12184856_10366764_322.jpg","d9ef5a8a190cdb915315e6b99d911f8d"
"12152816","data/accessoriescsv.csv","ALBERTA FERRETTI Friday intarsia beanie","Alberta Ferretti","HK$1303","Blue virgin wool-cashmere blend Friday intarsia beanie from Alberta Ferretti.","1342 BLUE NIGHT","V36806607","https://cdn-images.farfetch-contents.com/12/15/28/16/12152816_10201267_322.jpg","e15ac260bca0119df0eccc5817d755dd"
"12381233","data/accessoriescsv.csv","ALEXANDER MCQUEEN Wallet with chain","Alexander McQueen","HK$7499","Discover the darkly alluring aesthetic of Alexander McQueen in the SS17 collection. Theatrical designs feature intricate opulent detailing and gothic motifs. This black calf leather wallet from Alexander McQueen features a front embossed logo stamp a foldover top with snap closure an interior zipped compartment multiple interior card slots and a removable gold-tone chain strap.","MULTI/PINK","492758DZQ1M","https://cdn-images.farfetch-contents.com/12/38/12/33/12381233_11202203_322.jpg","93a2ee10badc5938b6f5e9dee9d42824"
"12418105","data/accessoriescsv.csv","ALEXANDER MCQUEEN Eagle & Leaves scarf","Alexander McQueen","HK$7320","Discover the darkly alluring aesthetic of Alexander McQueen in the latest collection. Theatrical designs feature intricate opulent detailing and gothic motifs. These black suede eyelet embellished boots from Alexander McQueen feature a rear zip fastening an almond toe and a flat sole.","1000","485795WHQV1","https://cdn-images.farfetch-contents.com/12/41/81/05/12418105_11353475_322.jpg","5977684c389327cc46ef05b0b9b0b516"
"12471335","data/accessoriescsv.csv","ANYA HINDMARCH The Stack circus multi wristlet makeup bag","Anya Hindmarch","HK$4464","Formica and aquamarine leather The Stack circus multi wristlet makeup bag from Anya Hindmarch featuring a rectangular body a flat top handle a hand strap an all around zip fastening a main internal compartment and multiple zipped compartments.","FORMICA","974837","https://cdn-images.farfetch-contents.com/12/47/13/35/12471335_11578692_322.jpg","ad8a2bd0894e12c5429fefd9912e6261"
"12420862","data/accessoriescsv.csv","ANYA HINDMARCH The Stack coin purse","Anya Hindmarch","HK$2355","Aquamarine metallic leather The Stack coin purse from Anya Hindmarch featuring gold-tone hardware and a zip fastening.","AQUAMARINE","958776","https://cdn-images.farfetch-contents.com/12/42/08/62/12420862_11442391_322.jpg","2de71118b566d50d98da59a4bbbed57a"
"12482476","data/accessoriescsv.csv","BOTTEGA VENETA Cat eye glasses","Bottega Veneta Eyewear","HK$3421","Metallic cat eye glasses from Bottega Veneta Eyewear. This item comes with a protective case.","002","BV0125O","https://cdn-images.farfetch-contents.com/12/48/24/76/12482476_11633055_322.jpg","6f58b9d9827cf97b693fc1c00b7aece9"
"11983659","data/accessoriescsv.csv","BURBERRY Beasts print and check scarf","Burberry","HK$2723","Blue wool and silk blend Beasts print and check scarf from Burberry featuring frayed edges and a lightweight construction.","4970P STORM BLUE","4052017","https://cdn-images.farfetch-contents.com/11/98/36/59/11983659_10585687_322.jpg","7cba40a3927a513c984aa99d80b56069"
"12507659","data/accessoriescsv.csv","CHLOÉ Faye wallet","Chloé","HK$4300","The Chloé collection exudes Brit-girl cool and seventies glamour. Striking the perfect balance between sharp masculinity and feminine elegance. The Parisian Maison was founded by Gaby Aghion in the 1950’s and continues to be a fashion insiders favourite to this day. Full blue lambskin Circle C Long Wallet featuring foldover top with twist-lock closure multiple interior card slots and an interior zipped compartment.","NR4D4 FULL BLUE","3P0990HFB","https://cdn-images.farfetch-contents.com/12/50/76/59/12507659_11736769_322.jpg","1f1800f46b6470001bd7b2eae3e6777d"
"12478112","data/accessoriescsv.csv","DITA Brixa glasses","Dita Eyewear","HK$8298","Grey and gold metal Brixa glasses from Dita Eyewear. Protective glasses case is included. This item is unisex.","BLKGLD","109","https://cdn-images.farfetch-contents.com/12/47/81/12/12478112_11694026_322.jpg","22d80aeb4aeb2ef395a4d55f22ef9631"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Carretto painted carved wood jewelry box","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","5b8cc7f0167a0a612a1dbbf25ff5aa35"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Dauphine floral-print textured-leather cardholder","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","07677d4577f8690220f23293f5bf44fe"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Embellished lizard-effect leather iPhone 7 Plus case","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","1ba3a3a6e13a53f0cae33a42829b0e2d"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Embellished textured-leather iPhone 7 case","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","1cef3055f484a3ee394c9c97b9d9e638"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Floral-print silk-crepon scarf","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","ab607289b01c25d0aee1e99936cab755"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Gold-tone  crystal and resin clip earrings","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","8dd9207dfef6f9c585aa3b40e3148aa1"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Gold-tone  Swarovski crystal and resin ring","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","8dd9207dfef6f9c585aa3b40e3148aa1"
"11787678","data/accessoriescsv.csv","DOLCE & GABBANA hydrangea print scarf","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","391f71e9318f29a6b9bf51b83440507f"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Printed silk-twill scarf","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","16e1198191b07c07df671b501ff03ef9"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Printed silk-voile scarf","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","a6dcaca9cc0b2802fd5c4a567d70feeb"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Printed textured-leather iPhone 7 case","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","2caacb2aaef5f97d25d2ed1b3ebb0f5d"
"11787678","data/accessoriescsv.csv","Dolce & Gabbana Textured-leather and metallic floral-print acrylic iPhone 7 case ","Dolce & Gabbana","HK$4480","These shiny silver-tone calf leather leather and cotton mirrored embellished sandals from Dolce & Gabbana are a stylish stand-out and the ultimate summer party shoe. Featuring an open toe with crystal detailing a brand embossed insole a delicate ankle strap with a decorative crystal side buckle fastening and a sturdy high block heel these mirrored embellished sandals will have you shimmering come sundown.","8D710 ARGENTO","CR0220AE702","https://cdn-images.farfetch-contents.com/11/78/76/78/11787678_9888383_322.jpg","ff3acb97cca36d3f424a22d97726dd05"
"12087517","data/accessoriescsv.csv","DSQUARED2 patches baseball cap","Dsquared2","HK$6965","DSQUARED2's AW17 collection was inspired by hiking attire and the Canadian winter with the Caten twins taking their quirky styling out to the slopes for what they refer to as 'glamourous mountaineering'. This dark brown cotton blend baseball cap from DSQUARED2 will have you looking the part with its colourful Canadian mountain- themed embroidered patches and luxurious racoon fur trims. The accessory also features a curved peak a structured brim and adjustable fit and a ribbed design.","5081","W17BC50011373","https://cdn-images.farfetch-contents.com/12/08/75/17/12087517_10075067_322.jpg","66ccfd31b5a8d84ee45523e6baa2456a"
"12261607","data/accessoriescsv.csv","ETRO Delhy scarf","Etro","HK$2174","Founded by Gimmo Etro in 1968 the Italian fashion house continues to be a family-run business best known for its bohemian-inspired collections and bold paisley print. This multicoloured cashmere and wool blend Delhy scarf from Etro featuring delicately frayed ends is a prime example of how the signature print synonymous with the brand has evolved to suit the modern woman.","500","100074522","https://cdn-images.farfetch-contents.com/12/26/16/07/12261607_10761454_322.jpg","2b366361fe17a91b54239446bb6fd10e"
"12549391","data/accessoriescsv.csv","FEDERICA MORETTI Woven Hat","Federica Moretti","HK$2865","Beige and blue straw and cotton woven hat from Federica Moretti featuring a wide brim and a ribbon.","BEIGE/ BLUE","B1123","https://cdn-images.farfetch-contents.com/12/54/93/91/12549391_11895358_322.jpg","90b2d1d140952dbc5210fa5e11fb0fd2"
"12495829","data/accessoriescsv.csv","FENDI monogram scarf","Fendi","HK$10000","Fendi are famous for their delicate foulards and outfit accenting scarves. Expect to see delicately monogrammed print work and rich colourways.This lightweight cashmere-blend scarf delivers cinematic style finished with an all-over embossed logo frayed edges and an inky fox fur trim. Please note that this item cannot be shipped outside the E.U..","F0QA1","FXT0858MH","https://cdn-images.farfetch-contents.com/12/49/58/29/12495829_11688954_322.jpg","4caa64949d86a1c4d67a535770346a96"
"12047587","data/accessoriescsv.csv","GARRETT LEIGHT Milwood' sunglasses","Garrett Leight","HK$2781","Rose pink acetate Garrett Leight x Nick Wooster sunglasses from Garrett Leight featuring round frames tinted lenses and gold-tone hardware. This item is unisex. This item comes with a protective case.","ROSE","2006","https://cdn-images.farfetch-contents.com/12/04/75/87/12047587_9532679_322.jpg","86ca42b63c6de24ea5273d4632e68aef"
"12028899","data/accessoriescsv.csv","GUCCI Blooms scarf","Gucci","HK$4000","Multicolour silk Blooms scarf from Gucci.","9260","4527103G0019260","https://cdn-images.farfetch-contents.com/12/02/88/99/12028899_9368416_322.jpg","0c662384f9a727304d03eab4a11de40c"
"12449596","data/accessoriescsv.csv","GUCCI Embroidered star scarf","Gucci","HK$6550","Alessandro Michele joined Gucci as Creative Director in 2015 and has brought a new direction to the luxury house with his cult accessories and whimsical ready-to-wear collections. Crafted in Italy and expertly constructed from cashmere and wool blend this embroidered star scarf from Gucci features frayed edges and a signature blue and red Web detail.","5868","4779353G274","https://cdn-images.farfetch-contents.com/12/44/95/96/12449596_11498014_322.jpg","38ee9c89b9c78108b97b8284183be101"
"12234623","data/accessoriescsv.csv","GUCCI Floral embellished wide brim hat","Gucci","HK$7500","Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Drawing on nature for inspiration Alessandro Michele creates modern luxury designs with an organic approach resulting on heritage items imbibed with new life. This black cotton and rabbit fur felt Floral embellished wide brim hat by Gucci is supremely glamorous. Featuring a wide brim a curved crown a flower corsage appliqué detail and a grosgrain ribbon band.","1000","4792053HC03","https://cdn-images.farfetch-contents.com/12/23/46/23/12234623_10506799_322.jpg","a78d56da33d2f8bc80348649d81f1c34"
"11555670","data/accessoriescsv.csv","GUCCI floral printed scarf","Gucci","HK$3150","Multicolour wool floral print scarf from Gucci.","6272","4154693G200","https://cdn-images.farfetch-contents.com/11/55/56/70/11555670_7393574_322.jpg","8d94c5f9f5ab8dc176c88ecc04a9fa19"
"11981181","data/accessoriescsv.csv","GUCCI GG daisy print scarf","Gucci","HK$3400","Alessandro Michele's eclectic vision for Gucci draws inspiration from found vintage objects. These concepts have been cleverely reinvented under his leadership with pops of punchy new wave colour. Add some vintage elegance with modern attitude to your SS17 outfits with this beautiful gerbera flower printed scarf. Rose pink model linen blend GG daisy print scarf from Gucci featuring frayed edges a floral print and a lightweight construction.","5863","4660613G307","https://cdn-images.farfetch-contents.com/11/98/11/81/11981181_9213994_322.jpg","e318ecb9c9c5124947863362d816dd29"
"11499977","data/accessoriescsv.csv","GUCCI GG jacquard scarf","Gucci","HK$4100","Pink wool-silk blend GG jacquard scarf from Gucci.","5900","4295283G932","https://cdn-images.farfetch-contents.com/11/49/99/77/11499977_8464148_322.jpg","df4888f1235a3b2e3a76c0205c659bda"
"11792035","data/accessoriescsv.csv","GUCCI GG jacquard shawl","Gucci","HK$4100","Gucci present the GG jacquard shawl a stylish way to carry around company iconography for this season and beyond. With a long length allowing it to be worn in a multitude of ways this navy shawl is made from a blend of wool and silk making for a luxurious feel that is soft to the touch. Featuring an all-over GG logo detail this GG jacquard shawl showcases style history in a subtle and tasteful way alongside frayed edges and stitching details.","4000","4295283G932","https://cdn-images.farfetch-contents.com/11/79/20/35/11792035_8453933_322.jpg","26528c15dcc3891f768575cf82d4a0b5"
"12161765","data/accessoriescsv.csv","Gucci GG Jubilee print scarf","Gucci","HK$3950","Alessandro Michele continues to draw inspiration from strong icons of nature and translate them into his eclectic designs for Gucci. Multicoloured silk GG Jubilee print scarf from Gucci featuring a lightweight construction Gucci Supreme logo pattern bird motif detailing and a contrasting border.","4071","4793093G001","https://cdn-images.farfetch-contents.com/12/16/17/65/12161765_10283148_322.jpg","2ad44670143388cb6241cfc4eb885bb5"
"12512680","data/accessoriescsv.csv","Gucci GG Keys keyring","Gucci","HK$2800","The house of Gucci has evolved under the direction of Alessandro Michele as classic accessories and timeless silhouettes are introduced to the creative director’s innovative designs and eclectic attitude. Fashioned in Italy from gold-toned metal this GG Keys keyring from Gucci's AW17 collection features an engraved designer logo and two hanging charms.","8233","451160J160T","https://cdn-images.farfetch-contents.com/12/51/26/80/12512680_11813959_322.jpg","d9a3138837bc3b0a51329c88077034f8"
"12165273","data/accessoriescsv.csv","Gucci GG Marmont matelassé wallet","Gucci","HK$4900","Since 2015 Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Black leather GG Marmont Matelasse wallet from Gucci featuring an interlocking GG logo bevelled leather details an interior zipped compartment multiple interior card slots gold-tone hardware and a zip around fastening.","1000","474813DRW1T","https://cdn-images.farfetch-contents.com/12/16/52/73/12165273_10231090_322.jpg","93c42d1806632cb767f9d82e4d1448d4"
"12517786","data/accessoriescsv.csv","GUCCI GG Marmont quilted leather bucket bag","Gucci","HK$18800","The GG Marmont bucket bag has a softly structured shape and Double G hardware inspired by an archival design. The small shape is enhanced by the Sylvie Web detachable shoulder strap. Made in soft matelassé chevron quilted leather. Hibiscus red chevron leather. Sylvie Web strap. Antique gold-toned hardware. Double G. Interior open and phone pocket. Adjustable shoulder strap with 8.5" drop. Detachable shoulder strap with 19.5" drop. 8"W x 8.5"H x 4"D. Microfiber lining with a suede-like finish. Made in Italy.","8227","476674D8GET","https://cdn-images.farfetch-contents.com/12/51/77/86/12517786_11817976_322.jpg","ff2df49554c12220b2380ce6b422f0f8"
"12517814","data/accessoriescsv.csv","Gucci GG Supreme French flap wallet","Gucci","HK$4400","A GG Supreme canvas french flap wallet with a snap closure and a brown leather flap. Beige/ebony GG Supreme canvas a material with low environmental impact with a brown leather flap. 10 card slots and two bill compartments. Coin pocket. Snap closure. Small. Open: 5"W x 8"H. Closed: 5"W x 4"H x 1"D. Made in Italy.","8526 Beige","410104KLQHG","https://cdn-images.farfetch-contents.com/12/51/78/14/12517814_11817806_322.jpg","4cf6abad36e73f68487cf5d6db9fc6d6"
"12515489","data/accessoriescsv.csv","Gucci GG Supreme wallet","Gucci","HK$6200","Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Drawing on nature for inspiration he creates modern luxury designs with an organic approach. The result is heritage inspired items imbibed with new life. Nude beige cotton GG Supreme Wallet featuring a zip fastening multiple interior card slots and an internal zipped pocket.","6600","410102CWC1G","https://cdn-images.farfetch-contents.com/12/51/54/89/12515489_11812334_322.jpg","13fa5dfb070bab32d7cd0911d682eae2"
"12473197","data/accessoriescsv.csv","GUCCI Leather belt with Horsebit","Gucci","HK$4000","First used by Gucci in the 1950s the Horsebit continues to pay homage to the House's roots. The equestrian hardware connects the leather belt which secures with a square buckle closure. The Horsebit can be worn facing the front or the back. Red leather. Antique brass hardware. Square buckle. Horsebit detail. 1" width. Gucci belts are in Italian sizes please refer to the belt size guide before placing an order. Made in Italy. Delivered in special edition packaging with a garden motif from the Fall Winter 2017 runway show.","6137 Rosso","488939AP00T","https://cdn-images.farfetch-contents.com/12/47/31/97/12473197_11549338_322.jpg","2bc0d4f8db9044a388a6b6507f1ed135"
"12479601","data/accessoriescsv.csv","GUCCI Leather mini frame bag with fringe","Gucci","HK$7300","BLACK Leather Leather mini frame bag with fringe from Gucci.","BLACK","488428DYWZT","https://cdn-images.farfetch-contents.com/12/47/96/01/12479601_11677410_322.jpg","eec47b3cf91bb11be9686efa03c32f51"
"12463353","data/accessoriescsv.csv","GUCCI Logo embellished belt wallet","Gucci","HK$9400","Alessandro Michele joined Gucci as Creative Director in 2015 and has brought a new direction to the luxury house with his cult accessories and whimsical ready-to-wear collections. This black and gold-toned leather logo embellished belt wallet is a staple piece from the AW17 collection and features a front logo plaque a quilted effect a foldover top and an Animals embellished design.","1000","488419D8GZT","https://cdn-images.farfetch-contents.com/12/46/33/53/12463353_11561135_322.jpg","805b0cba47bb841012e5f411eef0da41"
"12414030","data/accessoriescsv.csv","GUCCI Mink fur panel printed scarf","Gucci","HK$8850","Since 2015 Alessandro Michele has taken the helm of Gucci and has pushed the maison into the forefront of fashion. Focusing on heritage vintage styles made new animal inspired iconography and punchy signature prints it is not hard to see why Gucci is a fashion insiders favourite. Add this wonderfully feminine scarf to your day wear for a chic accent. This blue silk scarf features a floral print a mink fur trim and a pointed tip.","4972","4764813G428","https://cdn-images.farfetch-contents.com/12/41/40/30/12414030_11393650_322.jpg","73c17d9e820c13c98e7ff9840b3bf415"
"12517710","data/accessoriescsv.csv","GUCCI Queen Margaret leather belt","Gucci","HK$4500","The web trim is an iconic motif that is a signature piece of Gucci's noteworthy heritage. The brand has revived its archives to bring the sartorial crowd a new spin on old school motifs. White leather Queen Margaret leather belt featuring antique effect gold-tone hardware a push pin fastening and a slim construction.","9075 WHITE","476452DYWNX","https://cdn-images.farfetch-contents.com/12/51/77/10/12517710_11817697_322.jpg","90e5b4cf3981b48659a6d17246d7dfee"
"12009357","data/accessoriescsv.csv","Gucci rose detail wide brim hat ","Gucci","HK$4800","Never one to shy away from bold colour and graphic prints Alessandro Michele has created a truly eye-catching piece with this red rabbit felt rose detail wide brim hat from Gucci. Featuring tonal grosgrain ribbon with Animalier feline head detail and silk lining. This hat is fit for a Gucci goddess.","RED","4546713HA04","https://cdn-images.farfetch-contents.com/12/00/93/57/12009357_9408510_322.jpg","5670cae0f370312697d80680543558ff"
"12520632","data/accessoriescsv.csv","GUCCI Round Frame Sunglasses","Gucci","HK$3114","Gold metal frame. Gold injected temples with forked detail and enamel Web detail. Adjustable rubber nose pads. Grey lens. 100% UVA/UVB protection. GG0225S. Frame height 2.5”. Frame width 5.5”. Made in Italy. Glasses arrive in a velvet hard case available in a range of six jewel-toned colors and paired with a coordinating satin lining. The case color selection will be individually selected for each pair of glasses and comes with a matching satin flannel pouch and ivory microfiber cloth.","1801 Black","491398I3330","https://cdn-images.farfetch-contents.com/12/52/06/32/12520632_11817810_322.jpg","1b8b40e72c48fba53c11e9fe27f95b43"
"12234640","data/accessoriescsv.csv","Gucci scarf ","Gucci","HK$6520","Reinventing the Gucci stripe and re-establishing the iconic Italian house as one of the leaders in luxury ready-to-wear Alessandro Michele's innovative vision has elevated the Florentine maison to cult status. This light grey cashmere blend scarf from Gucci features fringed edges and a signature blue and red Web detail.","9074","4770623G279","https://cdn-images.farfetch-contents.com/12/23/46/40/12234640_10506918_322.jpg","63a52afbb1f6f91ffe90d0fc681104f8"
"12512690","data/accessoriescsv.csv","Gucci Signature bow keyring","Gucci","HK$2270","The house of Gucci has evolved under the direction of Alessandro Michele as classic accessories and timeless silhouettes are introduced to the creative director’s innovative design ethos and eclectic attitude. Fashioned in Italy from green and red cotton and gold-toned metal this web bow keyring from Gucci's AW17 collection will add a stylish finishing touch to your daily routine.","0701","478651J8400","https://cdn-images.farfetch-contents.com/12/51/26/90/12512690_11851026_322.jpg","2d6385f852f13391ac99d2d76b423156"
"11545289","data/accessoriescsv.csv","GUCCI Square Frame Glasses","Gucci Eyewear","HK$3019","Offering quintessential Italian refinement these Gucci glasses are instantly recognisable and expertly crafted with immaculate attention to detail. Thesebrown and gold-tone square frame glasses from Gucci Eyewear featuring straight arms with angled tips gold-tone arms and a stylised bamboo design for the arms. This item comes with a protective case.","LVL","GG3779","https://cdn-images.farfetch-contents.com/11/54/52/89/11545289_7365795_322.jpg","1065b7837eb8345119f8a30882a8d3fd"
"12041057","data/accessoriescsv.csv","GUCCI The Emperor scarf","Gucci","HK$3900","For spring '17 Gucci's creative director Alessandro Michele worked with illustrator Jayde Fish a San Francisco-based artist whose work is inspired by tarot cards. The Emperor symbolises power wisdom and experience and is presented on this silk Gucci scarf featuring finished edges and a blue and red stripe trim capturing the label's equestrian roots.","9888","4719033G001","https://cdn-images.farfetch-contents.com/12/04/10/57/12041057_9613121_322.jpg","58d355ff8c31dfa439fd9e75f62c7fbe"
"11793673","data/accessoriescsv.csv","GUCCI W Iris' lurex bucket hat","Gucci","HK$4900","Gucci present this lustrous 'W Iris' lurex bucket hat an eye-catching option for the modern woman's accessories collection. Inspired by nature's flora this bucket hat features a stunning lurex floral jacquard design along with a flexible brim. Add a touch of Gucci charm to everyday ensembles.","1060","4546763HA43","https://cdn-images.farfetch-contents.com/11/79/36/73/11793673_8462050_322.jpg","ed4ae42f23ce2f729d21db7fb6da86ae"
